student_id,Subject,Semester,Section,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours
_87906,FrScA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1095.6001,18.260001666666668
_87914,FrScA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,1156.1668,19.269446666666667
_87927,FrScA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,3934.8498,65.58083
_88261,FrScA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,1269.6667,21.161111666666667
_88493,FrScA,S116,01,F,Course Unavailable at Local School,Dropped,56.3166,0.93861000000000006
_88501,FrScA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,3315.3331,55.25555166666666
_88527,FrScA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,1551.6665,25.861108333333334
_89128,FrScA,S116,01,F,Other,Approved/Enrolled,362.8837,6.0480616666666664
_90095,FrScA,S116,01,F,Other,Approved/Enrolled,1476.0832,24.601386666666667
_90433,FrScA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2689.2001,44.82000166666667
_91173,FrScA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,756.0998,12.601663333333333
_91471,FrScA,S116,01,M,Other,Approved/Enrolled,946.7998,15.779996666666667
_92143,FrScA,S116,01,F,Other,Approved/Enrolled,1792.1003,29.868338333333334
_92214,FrScA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1101.833,18.363883333333334
_53475,FrScA,S116,02,F,Course Unavailable at Local School,Dropped,NA,NA
_61357,FrScA,S116,02,F,Course Unavailable at Local School,Dropped,NA,NA
_62157,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,2497.1666,41.61944333333334
_67762,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,801.2336,13.353893333333334
_68768,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,1966.0169,32.76694833333333
_77298,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,1907.6502,31.79417
_85258,FrScA,S116,02,F,Course Unavailable at Local School,Dropped,NA,NA
_85567,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,2544.3666,42.40611
_85661,FrScA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,1375.4834,22.924723333333336
_85698,FrScA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,1070.2167,17.836945
_86627,FrScA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,2193.117,36.551950000000005
_91340,FrScA,S116,02,F,Learning Preference of the Student,Approved/Enrolled,1182.9332,19.715553333333332
_57224,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2356.4668,39.27444666666667
_70068,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2101.933,35.03221666666666
_73132,FrScA,S116,03,F,Other,Approved/Enrolled,1746.5501,29.109168333333333
_77976,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2448.4838,40.80806333333333
_78691,FrScA,S116,03,F,Learning Preference of the Student,Approved/Enrolled,1559.9667,25.999444999999998
_85573,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1978.0169,32.966948333333335
_85574,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1871.1168,31.18528
_85700,FrScA,S116,03,M,Course Unavailable at Local School,Approved/Enrolled,787.2831,13.121385
_85701,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2381.6998,39.69499666666666
_85702,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,638.7338,10.645563333333333
_85704,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1376.483,22.94138333333333
_85891,FrScA,S116,03,M,Course Unavailable at Local School,Approved/Enrolled,1784.2506,29.73751
_86309,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1219.4837,20.324728333333333
_86618,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2393.4669,39.891115
_86882,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1294.8334,21.580556666666666
_88409,FrScA,S116,03,M,Learning Preference of the Student,Approved/Enrolled,2313.5495,38.559158333333336
_88636,FrScA,S116,03,M,Course Unavailable at Local School,Approved/Enrolled,1284.8333,21.413888333333333
_88835,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2062.95,34.3825
_88836,FrScA,S116,03,F,Learning Preference of the Student,Approved/Enrolled,152.7499,2.5458316666666665
_88868,FrScA,S116,03,M,Course Unavailable at Local School,Approved/Enrolled,1174.3499,19.572498333333332
_88874,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,700.9668,11.682780000000001
_88886,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1598.3499,26.639165
_89144,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2582.4167,43.04027833333334
_89165,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,2571.5334,42.858889999999995
_89168,FrScA,S116,03,F,Course Unavailable at Local School,Dropped,60.65,1.0108333333333333
_89376,FrScA,S116,03,F,Other,Approved/Enrolled,3780.5335,63.00889166666666
_89388,FrScA,S116,03,F,Other,Approved/Enrolled,2999.8498,49.99749666666666
_90097,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1145.5167,19.091945
_90098,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1692.6164,28.210273333333337
_90274,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1517.5835,25.29305833333333
_90370,FrScA,S116,03,F,Other,Approved/Enrolled,3890,64.83333333333333
_90372,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1378.984,22.983066666666666
_90589,FrScA,S116,03,F,Learning Preference of the Student,Dropped,123.1833,2.053055
_90855,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,1103.0832,18.38472
_90878,FrScA,S116,03,M,Scheduling Conflict,Approved/Enrolled,1178.0834,19.634723333333334
_92604,FrScA,S116,03,F,Course Unavailable at Local School,Approved/Enrolled,811.4334,13.52389
_88075,FrScA,S116,04,F,Learning Preference of the Student,Approved/Enrolled,4323.8332,72.06388666666666
_90996,FrScA,S116,04,M,Course Unavailable at Local School,Dropped,58.1833,0.9697216666666667
_91176,FrScA,S116,04,F,Course Unavailable at Local School,Approved/Enrolled,3868.5332,64.47555333333334
_91326,FrScA,S116,04,F,Other,Approved/Enrolled,792.6166,13.210276666666665
_91477,FrScA,S116,04,M,Other,Approved/Enrolled,1192.1837,19.869728333333335
_47448,FrScA,S216,01,F,Other,Approved/Enrolled,860.4335,14.340558333333332
_53475,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1867.4169,31.123614999999997
_55078,FrScA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,2130.7497,35.512494999999994
_57188,FrScA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,2193.0833,36.55138833333333
_65116,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1918.6166,31.976943333333335
_66689,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1137.8334,18.96389
_67463,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1359.033,22.65055
_68795,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3022.5333,50.375555
_69182,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,444.4832,7.408053333333333
_69397,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1087.6003,18.126671666666667
_71110,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2006.4003,33.440005
_71415,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,408.4,6.806666666666667
_77190,FrScA,S216,01,F,Other,Approved/Enrolled,763.1498,12.719163333333334
_78000,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1366.5835,22.776391666666665
_85123,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1341.7002,22.36167
_85258,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2285.7836,38.09639333333334
_85287,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,156.5829,2.609715
_85583,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3382.9006,56.381676666666664
_85642,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1627.3499,27.122498333333333
_85644,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,890.4333,14.840555
_85659,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,816.7002,13.61167
_85796,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1024.7833,17.079721666666668
_86229,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1210.0499,20.167498333333334
_86251,FrScA,S216,01,F,Other,Approved/Enrolled,1374.95,22.915833333333335
_86349,FrScA,S216,01,F,Scheduling Conflict,Approved/Enrolled,847.9663,14.132771666666667
_86490,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1101.2833,18.354721666666666
_86515,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,846.0835,14.101391666666666
_86836,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1422.7335,23.712225
_87020,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1788.9003,29.815005
_87861,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3303.3832,55.05638666666667
_88596,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1395.8998,23.264996666666665
_88845,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1075.6163,17.926938333333332
_88854,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,885.9167,14.765278333333333
_89333,FrScA,S216,01,F,Other,Approved/Enrolled,945.417,15.75695
_89345,FrScA,S216,01,M,Course Unavailable at Local School,Dropped,48.4333,0.8072216666666667
_89374,FrScA,S216,01,F,Scheduling Conflict,Approved/Enrolled,2517.95,41.96583333333333
_89465,FrScA,S216,01,M,Course Unavailable at Local School,Dropped,24.65,0.41083333333333333
_90029,FrScA,S216,01,F,Other,Approved/Enrolled,766.5663,12.776105
_90277,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1097.8003,18.29667166666667
_90394,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,871.2833,14.521388333333334
_90622,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1077.1836,17.95306
_90636,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,849.6835,14.161391666666667
_90989,FrScA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,1821.6838,30.361396666666668
_91212,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,906.8832,15.11472
_92124,FrScA,S216,01,M,Other,Approved/Enrolled,918.1832,15.303053333333335
_94070,FrScA,S216,01,M,Other,Approved/Enrolled,2469.4006,41.15667666666666
_94135,FrScA,S216,01,F,Other,Approved/Enrolled,706.2332,11.770553333333334
_94156,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2598.5669,43.30944833333333
_94172,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1835.5833,30.593055
_94257,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1175.833,19.597216666666668
_94288,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,3058.6498,50.97749666666667
_94292,FrScA,S216,01,M,Other,Approved/Enrolled,3135.3167,52.25527833333333
_94331,FrScA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,524.7165,8.745275
_94332,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1272.7337,21.212228333333332
_94356,FrScA,S216,01,F,Scheduling Conflict,Dropped,160.4166,2.6736099999999996
_94370,FrScA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,940.3001,15.671668333333335
_94376,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1434.3999,23.906664999999997
_94400,FrScA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,2111.7837,35.196395
_94402,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,177.7168,2.961946666666667
_94404,FrScA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,1665.1169,27.751948333333335
_94419,FrScA,S216,01,M,Other,Approved/Enrolled,1095.1999,18.253331666666668
_94586,FrScA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,791.0503,13.184171666666666
_94661,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1705.1165,28.418608333333335
_94756,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1122.5334,18.70889
_94824,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2414.5498,40.24249666666666
_94869,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,955.3,15.921666666666665
_95005,FrScA,S216,01,F,Other,Approved/Enrolled,2182.8836,36.381393333333335
_95045,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2977.4502,49.62417000000001
_95165,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1113.2168,18.55361333333333
_95360,FrScA,S216,01,F,Other,Approved/Enrolled,1613.3166,26.888610000000003
_95449,FrScA,S216,01,F,Other,Approved/Enrolled,1232.8665,20.547775
_95485,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,193.0498,3.217496666666667
_95621,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1903.0337,31.71722833333333
_95632,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,948.1999,15.803331666666667
_95633,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,981.7835,16.363058333333335
_95684,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,88.5167,1.4752783333333332
_95726,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1823.8667,30.397778333333335
_95743,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3122.9167,52.04861166666667
_95896,FrScA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,1133.2169,18.886948333333333
_95989,FrScA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,873.6171,14.560285
_95991,FrScA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,870.3836,14.506393333333333
_43146,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1555.1667,25.919445
_77067,FrScA,S216,02,F,Course Unavailable at Local School,Dropped,40.4334,0.67389
_77141,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,3020.7167,50.34527833333333
_77980,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,3031.3165,50.52194166666666
_87988,FrScA,S216,02,F,Course Unavailable at Local School,Dropped,7.8831,0.131385
_88048,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2269.133,37.81888333333333
_89994,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2310.3333,38.505554999999994
_91410,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,857.6167,14.293611666666667
_91550,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1722.1833,28.703055
_91607,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,608.0833,10.134721666666668
_91943,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,3429.0336,57.150560000000006
_95476,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1038.0003,17.300005
_95919,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1636.5333,27.275555
_95923,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1276.7667,21.279445
_95925,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2111.8333,35.197221666666664
_96082,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1250.7833,20.846388333333334
_96134,FrScA,S216,02,F,Learning Preference of the Student,Approved/Enrolled,2047.7501,34.12916833333333
_96142,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1548.7666,25.812776666666664
_96189,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1268.1002,21.135003333333334
_96280,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,914.8667,15.247778333333335
_96414,FrScA,S216,02,F,Learning Preference of the Student,Approved/Enrolled,310.9335,5.182225
_96433,FrScA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2427.9167,40.46527833333334
_96769,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,510.8667,8.514445
_96841,FrScA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1670.95,27.84916666666667
_97441,FrScA,S216,02,M,Credit Recovery,Approved/Enrolled,208.6664,3.4777733333333334
_51943,FrScA,S216,03,M,Learning Preference of the Student,Withdrawn,3.4501,0.057501666666666666
_85348,FrScA,S216,03,F,Course Unavailable at Local School,Approved/Enrolled,608.2501,10.137501666666667
_94369,FrScA,S216,03,F,Course Unavailable at Local School,Approved/Enrolled,1753.5833,29.226388333333333
_69544,FrScA,S216,04,F,Course Unavailable at Local School,Approved/Enrolled,2673.3831,44.556385
_85867,FrScA,S216,04,F,Course Unavailable at Local School,Approved/Enrolled,1283.4669,21.391115
_86002,FrScA,S216,04,F,Other,Approved/Enrolled,501.1839,8.353064999999999
_88311,FrScA,S216,04,M,Course Unavailable at Local School,Approved/Enrolled,1660.9829,27.683048333333332
_96048,FrScA,S216,04,M,Learning Preference of the Student,Approved/Enrolled,1665.1665,27.752775
_64930,FrScA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,3424.5662,57.076103333333336
_72287,FrScA,T116,01,F,Learning Preference of the Student,Approved/Enrolled,3946.5666,65.77611
_87693,FrScA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,2479.8167,41.33027833333333
_87866,FrScA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,1988.8836,33.14806
_44638,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1382.7001,23.045001666666668
_54066,OcnA,S116,01,F,Other,Approved/Enrolled,2625.5164,43.758606666666665
_54346,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,1191.3836,19.856393333333333
_57981,OcnA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,3343.3333,55.72222166666666
_58178,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,3502.0004,58.36667333333333
_66740,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,965.2994,16.08832333333333
_67920,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,4094.9995,68.24999166666666
_76891,OcnA,S116,01,F,Other,Approved/Enrolled,2334.5502,38.90917
_85355,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,594.6165,9.910275
_85644,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1632.4,27.206666666666667
_86349,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,1601.1335,26.685558333333333
_86460,OcnA,S116,01,F,Other,Approved/Enrolled,1891.1999,31.519998333333334
_86758,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,3742.8836,62.381393333333335
_86836,OcnA,S116,01,F,Course Unavailable at Local School,Dropped,46.6833,0.778055
_86943,OcnA,S116,01,M,Scheduling Conflict,Approved/Enrolled,1377.5666,22.959443333333336
_87970,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,3123.3502,52.055836666666664
_88440,OcnA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,2600.1334,43.33555666666667
_88854,OcnA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,762.5997,12.709995
_89114,OcnA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1092.3662,18.20610333333333
_89435,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,6348.4492,105.80748666666666
_89487,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,2151.1498,35.85249666666667
_90562,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1389.3161,23.155268333333332
_90861,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2454.3332,40.90555333333334
_90928,OcnA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,3900.2504,65.00417333333333
_91635,OcnA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,3797.3334,63.28889
_91818,OcnA,S116,01,M,Other,Approved/Enrolled,1651.5005,27.525008333333336
_54282,OcnA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,2025.1672,33.752786666666665
_54342,OcnA,S116,02,F,Learning Preference of the Student,Approved/Enrolled,1581.0831,26.351385
_68476,OcnA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,969.4666,16.157776666666667
_85410,OcnA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,6771.9673,112.86612166666667
_85482,OcnA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,1822.5494,30.375823333333337
_85487,OcnA,S116,02,F,Course Unavailable at Local School,Dropped,0.5833,0.009721666666666667
_86133,OcnA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,1581.7665,26.362775
_86689,OcnA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,2457.1828,40.953046666666665
_87001,OcnA,S116,02,M,Course Unavailable at Local School,Approved/Enrolled,1202.6335,20.043891666666664
_87122,OcnA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,546.4335,9.107225
_87209,OcnA,S116,02,F,Learning Preference of the Student,Approved/Enrolled,3755.1506,62.58584333333333
_88166,OcnA,S116,02,F,Scheduling Conflict,Approved/Enrolled,2137.7164,35.62860666666666
_88168,OcnA,S116,02,F,Scheduling Conflict,Approved/Enrolled,2885.7832,48.09638666666667
_90090,OcnA,S116,02,F,Other,Approved/Enrolled,1430.217,23.83695
_92021,OcnA,S116,02,F,Course Unavailable at Local School,Approved/Enrolled,758.3668,12.639446666666666
_88307,OcnA,S116,03,M,Course Unavailable at Local School,Approved/Enrolled,1811.9338,30.198896666666666
_47979,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1598.6166,26.643610000000002
_62175,OcnA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,1403.6834,23.39472333333333
_68022,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,39.7504,0.6625066666666667
_76443,OcnA,S216,01,F,Course Unavailable at Local School,Withdrawn,100.3334,1.6722233333333334
_80822,OcnA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,4538.4835,75.64139166666668
_84932,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2573.4502,42.89083666666667
_86240,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1800.2174,30.003623333333334
