student_id,Subject,Semester,Section,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours
_86296,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,403.8,6.73
_86340,OcnA,S216,01,F,Course Unavailable at Local School,Dropped,111.5834,1.8597233333333334
_86455,OcnA,S216,01,F,Other,Approved/Enrolled,2337.4167,38.956945000000005
_86527,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2211.5331,36.858885
_87670,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1995.5832,33.25972
_87825,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,330.7998,5.51333
_88474,OcnA,S216,01,F,Other,Approved/Enrolled,4112.7673,68.54612166666668
_88504,OcnA,S216,01,F,Course Unavailable at Local School,Dropped,68.6333,1.1438883333333334
_88849,OcnA,S216,01,M,Scheduling Conflict,Approved/Enrolled,4799.483,79.99138333333333
_90996,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,44.7332,0.7455533333333333
_94319,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1588.55,26.475833333333334
_94323,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,4214.7332,70.24555333333333
_94590,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1428.0167,23.80027833333333
_94630,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,245.2834,4.088056666666667
_94654,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,3140.7669,52.346115000000005
_94717,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,821.9161,13.698601666666667
_94744,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,8870.8833,147.848055
_94956,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1242.6,20.709999999999997
_95091,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,3475.8,57.93
_95504,OcnA,S216,01,F,Other,Approved/Enrolled,451.8001,7.530001666666666
_95533,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1591.2504,26.52084
_95725,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1886.3334,31.43889
_95738,OcnA,S216,01,F,Course Unavailable at Local School,Dropped,163.6832,2.7280533333333334
_95770,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3003.6162,50.060269999999996
_96121,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1320.5499,22.009165
_96345,OcnA,S216,01,F,Scheduling Conflict,Approved/Enrolled,1540.1833,25.669721666666664
_96373,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2449.6827,40.828044999999996
_96374,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,2626.9001,43.78166833333333
_96412,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,943.0669,15.717781666666667
_96671,OcnA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,1734.6833,28.91138833333333
_96689,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,1858.3502,30.972503333333336
_96756,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,3967.3171,66.12195166666667
_96856,OcnA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,529.2335,8.820558333333334
_97006,OcnA,S216,01,F,Scheduling Conflict,Approved/Enrolled,2399.5166,39.99194333333333
_97272,OcnA,S216,01,F,Other,Approved/Enrolled,1638.45,27.3075
_54567,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1180.2664,19.671106666666667
_78002,OcnA,S216,02,F,Other,Approved/Enrolled,1290.4502,21.507503333333332
_78241,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,26.9168,0.4486133333333333
_86697,OcnA,S216,02,F,Other,Approved/Enrolled,1133.4667,18.891111666666667
_88642,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,1980.6001,33.01000166666667
_88803,OcnA,S216,02,M,Credit Recovery,Approved/Enrolled,2015.5833,33.593055
_88864,OcnA,S216,02,F,Learning Preference of the Student,Approved/Enrolled,2231.3667,37.189445
_91163,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,6243.9003,104.065005
_91252,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1479.8998,24.664996666666664
_94240,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2276.3169,37.938615
_94327,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,580.3167,9.671945
_94556,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2287.2334,38.120556666666666
_94577,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,1697.5829,28.293048333333335
_94876,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,57.6666,0.96111
_95368,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,3368.0167,56.13361166666667
_95375,OcnA,S216,02,F,Learning Preference of the Student,Approved/Enrolled,224.7166,3.745276666666667
_95624,OcnA,S216,02,F,Course Unavailable at Local School,Approved/Enrolled,2111.0837,35.18472833333333
_95868,OcnA,S216,02,F,Other,Approved/Enrolled,1929.4,32.156666666666666
_95921,OcnA,S216,02,M,Course Unavailable at Local School,Approved/Enrolled,960.2998,16.004996666666667
_79893,OcnA,T116,01,F,Learning Preference of the Student,Approved/Enrolled,1856.6669,30.944448333333334
_84645,OcnA,T116,01,F,Scheduling Conflict,Approved/Enrolled,48.0332,0.8005533333333333
_84684,OcnA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,3095.2494,51.58749
_84685,OcnA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,3073.6162,51.22693666666667
_87955,OcnA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,2420.5994,40.34332333333334
_88282,OcnA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,2373.7169,39.56194833333333
_88340,OcnA,T116,01,F,Course Unavailable at Local School,Approved/Enrolled,444.5,7.408333333333333
_88703,OcnA,T116,01,F,Learning Preference of the Student,Approved/Enrolled,1233.3832,20.556386666666665
_48797,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,1481.8,24.696666666666665
_52446,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1390.2167,23.170278333333332
_54434,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1231.8666,20.53111
_55140,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2083.3167,34.721945
_57489,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1863.5169,31.058615
_62576,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,793.95,13.2325
_62752,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,898.2998,14.971663333333334
_62754,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,674.3167,11.238611666666666
_74551,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1014.5665,16.909441666666666
_76133,PhysA,S116,01,F,Other,Approved/Enrolled,1276.5167,21.275278333333333
_76426,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,850.7329,14.178881666666665
_79128,PhysA,S116,01,M,Other,Approved/Enrolled,1910.2338,31.837229999999998
_79352,PhysA,S116,01,M,Other,Approved/Enrolled,1062.8665,17.71444166666667
_79596,PhysA,S116,01,F,Other,Approved/Enrolled,1546.4166,25.77361
_85390,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,0.7,0.011666666666666665
_85522,PhysA,S116,01,F,Other,Approved/Enrolled,968.3333,16.138888333333334
_85953,PhysA,S116,01,M,Other,Approved/Enrolled,3255.3003,54.255005
_85962,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,1349.9664,22.49944
_86353,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,328.5168,5.47528
_87171,PhysA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,768.6994,12.811656666666666
_88091,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,262.5502,4.375836666666667
_88296,PhysA,S116,01,M,Scheduling Conflict,Approved/Enrolled,1190.5998,19.843329999999998
_88381,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,1120.367,18.67278333333333
_88481,PhysA,S116,01,F,Scheduling Conflict,Approved/Enrolled,642.0504,10.70084
_89295,PhysA,S116,01,F,Learning Preference of the Student,Approved/Enrolled,532.7998,8.879996666666667
_89395,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2432.7831,40.546385
_89425,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2173.1333,36.21888833333333
_89490,PhysA,S116,01,F,Course Unavailable at Local School,Approved/Enrolled,2046.9998,34.116663333333335
_90326,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,509.5167,8.491945
_90333,PhysA,S116,01,M,Other,Approved/Enrolled,231.7502,3.8625033333333336
_91030,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,1302.8501,21.714168333333337
_91038,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,1639.4498,27.324163333333335
_91575,PhysA,S116,01,M,Course Unavailable at Local School,Approved/Enrolled,2219.916,36.9986
_91633,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,1510.7002,25.178336666666667
_91821,PhysA,S116,01,M,Other,Approved/Enrolled,377.7002,6.295003333333333
_92511,PhysA,S116,01,M,Learning Preference of the Student,Approved/Enrolled,125.0666,2.084443333333333
_92724,PhysA,S116,01,M,Other,Approved/Enrolled,2700.6668,45.011113333333334
_92725,PhysA,S116,01,M,Other,Approved/Enrolled,2058.4167,34.306945000000006
_92726,PhysA,S116,01,M,Other,Approved/Enrolled,1901.9166,31.69861
_92727,PhysA,S116,01,M,Other,Approved/Enrolled,898,14.966666666666667
_92729,PhysA,S116,01,M,Other,Approved/Enrolled,1691.5998,28.19333
_92732,PhysA,S116,01,M,Other,Approved/Enrolled,2199.3,36.655
_92733,PhysA,S116,01,F,Other,Approved/Enrolled,1020.5828,17.009713333333334
_92740,PhysA,S116,01,M,Other,Approved/Enrolled,1272.7001,21.211668333333332
_92741,PhysA,S116,01,F,Other,Approved/Enrolled,5373.3502,89.55583666666666
_92743,PhysA,S116,01,M,Other,Approved/Enrolled,1711.0164,28.516939999999998
_67102,PhysA,S216,01,M,Scheduling Conflict,Approved/Enrolled,719.2833,11.988055000000001
_70187,PhysA,S216,01,F,Scheduling Conflict,Approved/Enrolled,719.1165,11.985275
_78153,PhysA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,1769.8667,29.497778333333333
_94189,PhysA,S216,01,F,Learning Preference of the Student,Approved/Enrolled,2321.7998,38.696663333333326
_94251,PhysA,S216,01,F,Scheduling Conflict,Approved/Enrolled,4552.0833,75.868055
_94970,PhysA,S216,01,F,Scheduling Conflict,Approved/Enrolled,2415.2493,40.254155
_95266,PhysA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,609.7999,10.163331666666666
_95283,PhysA,S216,01,F,Other,Dropped,47,0.7833333333333333
_95578,PhysA,S216,01,F,Other,Approved/Enrolled,2201.5503,36.692505
_96027,PhysA,S216,01,M,Other,Approved/Enrolled,2363.2667,39.38777833333334
_96090,PhysA,S216,01,M,Learning Preference of the Student,Approved/Enrolled,112.5167,1.8752783333333334
_96472,PhysA,S216,01,M,Other,Approved/Enrolled,377.3498,6.289163333333334
_96590,PhysA,S216,01,M,Other,Approved/Enrolled,262.1667,4.369445
_96808,PhysA,S216,01,F,Scheduling Conflict,Approved/Enrolled,2446.3169,40.77194833333333
_96867,PhysA,S216,01,M,Scheduling Conflict,Approved/Enrolled,1841.7836,30.696393333333333
_97150,PhysA,S216,01,F,Course Unavailable at Local School,Approved/Enrolled,759.3335,12.655558333333333
_97265,PhysA,S216,01,M,Course Unavailable at Local School,Approved/Enrolled,817.4501,13.624168333333333
_66508,PhysA,T116,01,F,Scheduling Conflict,Approved/Enrolled,2823.7501,47.06250166666667
_84632,PhysA,T116,01,F,Scheduling Conflict,Approved/Enrolled,1289.1006,21.48501
_101424,FrScA,S217,01,F,Other,Approved/Enrolled,1972.5331,32.87555166666667
_106952,FrScA,S217,01,F,Other,Approved/Enrolled,910.8335,15.180558333333332
_104092,FrScA,S217,02,M,Other,Approved/Enrolled,6537.0172,108.95028666666667
_112764,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2384.4167,39.740278333333336
_102083,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1548.4834,25.80805666666667
_112787,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,5907.3006,98.45500999999999
_101941,FrScA,S217,02,M,Course Unavailable at Local School,Dropped,70.6,1.1766666666666665
_101986,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2072.3333,34.53888833333333
_91097,OcnA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,5520.3666,92.00611
_108147,AnPhA,S217,02,F,Other,Approved/Enrolled,2165.9499,36.099165
_106879,OcnA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,4354.7668,72.57944666666667
_86076,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1404.9002,23.415003333333335
_112845,AnPhA,S217,02,F,Scheduling Conflict,Dropped,249.5,4.158333333333333
_112869,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1311.8501,21.864168333333335
_112870,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1285.3169,21.421948333333333
_101162,AnPhA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2622.1668,43.70278
_103130,FrScA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,1844.8334,30.747223333333334
_112924,OcnA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1325.984,22.099733333333333
_101301,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2067.5328,34.45888
_104671,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,975.2335,16.253891666666668
_112941,OcnA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1452.3165,24.205274999999997
_106413,FrScA,S217,02,M,Course Unavailable at Local School,Approved/Enrolled,1007.8825,16.798041666666666
_102332,FrScA,S217,02,M,Learning Preference of the Student,Dropped,2.4167,0.04027833333333333
_101835,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,270.55,4.509166666666667
_104970,FrScA,S217,02,M,Other,Approved/Enrolled,1309.3503,21.822505
_87680,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,4925.5337,82.09222833333334
_110564,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1275.183,21.253049999999998
_86638,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1384.7334,23.07889
_113112,AnPhA,S217,02,M,Course Unavailable at Local School,Approved/Enrolled,2576.7168,42.945280000000004
_107599,AnPhA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1815.1664,30.252773333333334
_103353,FrScA,S217,01,F,Scheduling Conflict,Approved/Enrolled,4236.1668,70.60278
_86668,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,3690.0332,61.50055333333333
_113232,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1714.0667,28.567778333333333
_98000,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1284.0002,21.400003333333334
_101031,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2406.4668,40.107780000000005
_67455,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1467.1338,24.45223
_54744,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,87.5833,1.4597216666666666
_113225,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,965.6501,16.094168333333332
_85650,OcnA,S217,03,M,Course Unavailable at Local School,Approved/Enrolled,1875.0165,31.250275
_113249,OcnA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1604.333,26.738883333333334
_110487,OcnA,S217,03,F,Other,Approved/Enrolled,2442.9664,40.71610666666666
_86763,AnPhA,S217,02,F,Other,Dropped,316.6501,5.277501666666667
_77076,FrScA,S217,02,M,Course Unavailable at Local School,Approved/Enrolled,483.9665,8.066108333333334
_113257,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,2015.5331,33.592218333333335
_113287,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1061.5501,17.692501666666665
_94274,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2293.0832,38.21805333333334
_113298,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1433.7335,23.895558333333334
_77067,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1983.5831,33.059718333333336
_106419,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,2300.4497,38.340828333333334
_104258,FrScA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1083.6833,18.061388333333333
_113320,AnPhA,S217,01,M,Scheduling Conflict,Approved/Enrolled,2296.2831,38.271385
_113322,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,3150.3829,52.50638166666667
_103386,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,809.4832,13.491386666666667
_107146,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2439.7666,40.662776666666666
_104861,AnPhA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,732.3502,12.205836666666666
_113393,FrScA,S217,01,F,Learning Preference of the Student,Dropped,37.3167,0.621945
_113424,FrScA,S217,02,F,Learning Preference of the Student,Approved/Enrolled,1038.0164,17.300273333333333
_113438,AnPhA,S217,01,M,Learning Preference of the Student,Approved/Enrolled,7055.6667,117.594445
_113440,PhysA,S217,01,M,Learning Preference of the Student,Approved/Enrolled,998.0829,16.634715
_113448,AnPhA,S217,01,F,Scheduling Conflict,Approved/Enrolled,4481.2833,74.688055
_113458,FrScA,S217,02,M,Learning Preference of the Student,Approved/Enrolled,128.5,2.1416666666666666
_113467,FrScA,S217,02,F,Other,Approved/Enrolled,3139.5166,52.32527666666667
_113501,FrScA,S217,02,F,Other,Approved/Enrolled,1180.1169,19.668615
_113511,AnPhA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2556.0163,42.600271666666664
_113513,AnPhA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,1848.7333,30.81222166666667
_113512,AnPhA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1864.3995,31.073325
_113524,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1544.5165,25.741941666666666
_103186,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,866.4333,14.440555
_113538,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,412.7834,6.879723333333333
_86580,AnPhA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,1312.6834,21.878056666666666
_113661,AnPhA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,4870.2,81.17
_113673,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,5317.7499,88.629165
_113674,FrScA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,2427.2833,40.454721666666664
_113700,FrScA,S217,02,F,Learning Preference of the Student,Approved/Enrolled,1175.1334,19.585556666666665
_104056,FrScA,S217,03,F,Learning Preference of the Student,Approved/Enrolled,1343.3832,22.38972
_110360,OcnA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,662.7336,11.04556
_113839,FrScA,S217,03,F,Scheduling Conflict,Approved/Enrolled,2948.05,49.13416666666667
_90168,FrScA,S217,03,M,Course Unavailable at Local School,Approved/Enrolled,2363.4171,39.390285
_104191,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1843.7664,30.72944
_104172,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1440.1002,24.00167
_103268,FrScA,S217,03,M,Course Unavailable at Local School,Approved/Enrolled,1588.2167,26.470278333333333
_102461,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1823.4998,30.391663333333334
_113993,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2320.7498,38.679163333333335
_103409,OcnA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,4164.6997,69.41166166666667
_108177,PhysA,S217,01,M,Scheduling Conflict,Approved/Enrolled,1659.7165,27.661941666666667
_114107,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,2845.2001,47.420001666666664
_85616,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1772.6669,29.54444833333333
_114117,AnPhA,S217,01,M,Course Unavailable at Local School,Approved/Enrolled,211.1833,3.519721666666667
_114228,FrScA,S217,03,F,Scheduling Conflict,Approved/Enrolled,935.0331,15.583885
_108042,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1298.5332,21.642220000000002
_101231,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1004.3,16.738333333333333
_89416,FrScA,S217,03,M,Course Unavailable at Local School,Approved/Enrolled,1256,20.933333333333334
_114387,OcnA,S217,02,F,Learning Preference of the Student,Approved/Enrolled,1860.8167,31.01361166666667
_95736,FrScA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,1519.5333,25.325555
_114449,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,1358.6501,22.644168333333333
_86044,FrScA,S217,03,M,Course Unavailable at Local School,Approved/Enrolled,2242.267,37.371116666666666
_114501,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,2504.5004,41.74167333333333
_95217,FrScA,S217,03,F,Course Unavailable at Local School,Approved/Enrolled,2445.5499,40.759165
_114673,BioA,S217,01,M,Other,Approved/Enrolled,2477.2504,41.287506666666665
_88227,OcnA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1246.5501,20.775834999999997
_114768,AnPhA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,301.0501,5.017501666666666
_114796,BioA,S217,01,M,Other,Approved/Enrolled,5747.1008,95.78501333333334
_114961,AnPhA,S217,02,F,Course Unavailable at Local School,Approved/Enrolled,1744.7836,29.079726666666666
_97215,FrScA,S217,01,M,Other,Approved/Enrolled,1849.4836,30.824726666666667
_115101,AnPhA,S217,02,F,Other,Approved/Enrolled,3768.7164,62.81194
_115102,OcnA,S217,01,F,Learning Preference of the Student,Approved/Enrolled,3052.9667,50.882778333333334
_115181,OcnA,S217,02,F,Learning Preference of the Student,Approved/Enrolled,1590.5669,26.509448333333335
_91953,AnPhA,S217,02,F,Scheduling Conflict,Approved/Enrolled,1177.5999,19.626665
_107016,OcnA,S217,03,F,Learning Preference of the Student,Approved/Enrolled,640.2,10.67
_107210,AnPhA,S217,02,F,Scheduling Conflict,Approved/Enrolled,1818.1667,30.302778333333332
_115238,PhysA,S217,01,M,Learning Preference of the Student,Approved/Enrolled,2356.8835,39.281391666666664
_115780,AnPhA,S217,02,F,Learning Preference of the Student,Approved/Enrolled,1508.0335,25.133891666666667
_115888,OcnA,S217,01,F,Course Unavailable at Local School,Approved/Enrolled,2355.5665,39.25944166666667
